0.2,BoneH,0,296,42,0,150,0,
0,Sound,BoneStab,
0.2,BoneV,391,0,42,1,150,0,
0,Sound,BoneStab,
0.2,Boneh,0,396,42,0,150,0,
0,Sound,BoneStab,
0.2,Boneh,640,236,42,2,150,0,
0,Sound,BoneStab,
0.2,BoneV,451,0,42,1,150,0,
0,Sound,BoneStab,
0.2,Boneh,0,236,42,0,150,0,
0,Sound,BoneStab,
0.2,BoneV,311,0,42,1,150,0,
0,Sound,BoneStab,
0.2,BoneV,351,0,42,1,150,0,
0,Sound,BoneStab,
0.2,Boneh,640,356,42,2,150,0,
0,Sound,BoneStab,
0.2,BoneH,640,376,42,2,150,0,
0,Sound,BoneStab,
0.2,BoneH,0,256,42,0,150,0,
0,Sound,BoneStab,
0.2,BoneV,271,0,42,1,150,0,
0,Sound,BoneStab,
0.2,BoneH,0,376,42,0,150,0,
0,Sound,BoneStab,
0.2,Boneh,640,276,42,2,150,0,
0,Sound,BoneStab,
0.2,BoneV,211,0,42,1,150,0,
0,Sound,BoneStab,
0.2,BoneV,231,0,42,1,150,0,
0,Sound,BoneStab,
0.2,Boneh,0,316,42,0,150,0,
0,Sound,BoneStab,
0.2,BoneV,371,0,42,1,150,0,
0,Sound,BoneStab,
0.2,BoneH,640,336,42,2,150,0,
0,Sound,BoneStab,
0.2,BoneV,431,0,42,1,150,0,
0,Sound,BoneStab,
0.2,Boneh,0,276,42,0,150,0,
0,Sound,BoneStab,
0.2,BoneH,0,336,42,0,150,0,
0,Sound,BoneStab,
0.2,BoneV,191,0,42,1,150,0,
0,Sound,BoneStab,
0.2,BoneV,411,0,42,1,150,0,
0,Sound,BoneStab,
0.2,Boneh,640,396,42,2,150,0,
0,Sound,BoneStab,
0,EndAttack,,,,
