0,StopMusic,,,,,,,,,,
0,SansHead,ClosedEyes,,,,,,,,,
0.75,platformRepeat,520,351,50,2,175,10,120,,,
0,Set,Cnt,7,,,,,,,,
1,Rnd,GBX,440,,,,,,,,
0,Rnd,GBY,280,,,,,,,,
0,Add,GBX,100,$GBX,,,,,,,
0,Add,GBY,100,$GBY,,,,,,,
0,GetHeartPos,HX,HY,,,,,,,,
0,Angle,Ang,$GBX,$GBY,$HX,$HY,,,,,
0,GasterBlaster,0,0,0,$GBX,$GBY,$Ang,0.3,0.4,,
0,Sub,Cnt,$Cnt,1,,,,,,,
0,JMPNZ,221,$Cnt,,,,,,,,
0.5,HeartMode,0,,,,,,,,,
0,sound,Ding,1,,,,,,,,
0,Set,Cnt,13,,,,,,,,
0.65,Rnd,GBX,640,,,,,,,,
0,Rnd,GBY,480,,,,,,,,
0,GetHeartPos,HX,HY,,,,,,,,
0,Angle,Ang,$GBX,$GBY,$HX,$HY,,,,,
0,GasterBlaster,1,0,0,$GBX,$GBY,$Ang,0.3,0.1,,
0,Sub,Cnt,$Cnt,1,,,,,,,
0,JMPNZ,233,$Cnt,,,,,,,,
1,CombatZoneResize,241,226,406,391,,,,,,
0,CombatZoneSpeed,500,,,,,,,,,
3,Ball,0,278.5,0,402,2,0,100,223,,
0,Ball,640,278.5,180,435,2,0,100,223,,
0,Sound,BoneStab,1,,,,,,,,
0.4,Destroy,223,,,,,,,,,
0,Ball,161,278.5,0,0,2,0,100,223,,
0,Ball,426,278.5,180,0,2,0,100,223,,
0,Sound,Slam,1,,,,,,,,
1,Set,Cnt,36,,,,,,,,
0.3,GetHeartPos,HX,HY,,,,,,,,
0,Angle,Ang,176,294,$HX,$HY,,,,,
0,Ball,176,308.5,$Ang,280,0,,,,,
0,GetHeartPos,HX,HY,,,,,,,,
0,Angle,Ang,441,294,$HX,$HY,,,,,
0,Ball,441,308.5,$Ang,280,0,,,,,
0,Mod,Isg,$Cnt,2,,,,,,,
0,JMPNZ,259,$Isg,0,,,,,,,
0,GasterBlaster,0,323.5,0,323.5,150,90,0.3,0.5,,
0,Sub,Cnt,$Cnt,1,,,,,,,
0,JMPNZ,250,$Cnt,,,,,,,,
1,Destroy,223,,,,,,,,,
0,Ball,161,278.5,180,400,2,,,,,
0,Ball,426,278.5,0,400,2,,,,,
0.5,CombatZoneResize,41,226,206,391,,,,,,
0,CombatZoneSpeed,300,,,,,,,,,
0,SansHead,NoTooth,,,,,,,,,
0.2,SansSlam,2,,,,,,,,,
0,Sound,Ding,1,,,,,,,,
0.3,GasterBlaster,1,71,0,71,126,90,0.5,0.6,,
0,GasterBlaster,1,640,308.5,514,308.5,180,0.5,0.6,,
1.2,SansX,999,,,,,,,,,
0,CombatZoneResize,41,126,206,255,,,,,,
0,CombatZoneSpeed,500,,,,,,,,,
0,SansSlam,3,,,,,,,,,
0,Sound,Ding,1,,,,,,,,
0.5,BoneVRepeat,0,121,30,0,300,7,140,,,
0,BoneVRepeat,640,161,135,2,300,10,140,,,
0.5,CombatZoneResize,441,126,606,255,,,,,,
0,CombatZoneSpeed,100,,,,,,,,,
5,CombatZoneResize,441,126,606,391,,,,,,
0,CombatZoneSpeed,500,,,,,,,,,
0.2,SansSLam,1,,,,,,,,,
0,PlatformRepeat,606,340,50,2,220,10,110,,,
0,PlatformRepeat,441,300,50,0,220,10,110,,,
0,PlatformRepeat,606,240,50,2,220,10,110,,,
0,PlatformRepeat,441,160,50,0,220,10,110,,,
0,Set,Cnt,8,,,,,,,,
0,Set,GBY,361,,,,,,,,
0,Rnd,Ang,40,,,,,,,,
0,Sub,Ang,$Ang,20,,,,,,,
0.2,GasterBlaster,1,381,640,381,$GBY,$Ang,2,0.5,,
0,Sub,Cnt,$Cnt,1,,,,,,,
0,Sub,GBY,$GBY,30,,,,,,,
0,JMPNZ,289,$Cnt,,,,,,,,
4,CombatZoneResize,241,226,406,391,,,,,,
0,CombatZoneSpeed,500,,,,,,,,,
0,BlackScreen,1,,,,,,,,,
0,BlackScreen,0,,,,,,,,,
0,HeartMode,0,,,,,,,,,
0,Sound,Ding,1,,,,,,,,
0,SansX,320,,,,,,,,,
1,Set,Cnt,15,,,,,,,,
0,Rnd,GBX,640,,,,,,,,
0,Rnd,GBY,480,,,,,,,,
0.5,GetHeartPos,HX,HY,,,,,,,,
0,Angle,Ang,$GBX,$GBY,$HX,$HY,,,,,
0,GasterBlaster,0,0,0,$GBX,$GBY,$Ang,0.5,0.3,,
0,Sub,Cnt,$Cnt,1,,,,,,,
0,JMPNZ,303,$Cnt,,,,,,,,
1,BlackScreen,1,,,,,,,,,
0,SetMaxHP,1,,,,,,,,,
0.5,BlackScreen,0,,,,,,,,,
0,SetMaxHP,92,,,,,,,,,
0,SansHead,NoEyes2,,,,,,,,,
0,SansAnimation,Tired,,,,,,,,,
2,SansAnimation,Stop,,,,,,,,,
15,Sound,PlayerFight,1,,,,,,,,
0,Sound,PlayerFight,1,,,,,,,,
1,BlackScreen,1,,,,,,,,,
0,Sound,Slam,1,,,,,,,,
0,Sound,Slam,1,,,,,,,,
